n_susceptible,n_exposed,n_infectious,n_diagnosed,n_recovered,n_dead
12357.0,7.0,45.0,90.0,87028.0,475.0
12356.0,6.0,38.0,79.0,87047.0,475.0
12355.0,5.0,34.0,68.0,87064.0,476.0
12355.0,4.0,29.0,60.0,87078.0,476.0
12354.0,4.0,25.0,52.0,87091.0,477.0
12354.0,3.0,21.0,45.0,87102.0,477.0
12353.0,3.0,17.0,40.0,87112.0,477.0
12353.0,3.0,15.0,35.0,87119.0,477.0
12353.0,2.0,12.0,31.0,87127.0,477.0
12352.0,2.0,10.0,27.0,87133.0,477.0
12352.0,2.0,8.0,24.0,87138.0,477.0
12352.0,1.0,9.0,20.0,87142.0,478.0
12352.0,2.0,7.0,18.0,87145.0,478.0
12352.0,1.0,7.0,16.0,87149.0,478.0
12352.0,0.0,5.0,15.0,87152.0,478.0
12351.0,1.0,4.0,13.0,87154.0,478.0
12351.0,1.0,3.0,12.0,87157.0,478.0
12351.0,1.0,3.0,10.0,87159.0,478.0
12351.0,0.0,3.0,9.0,87160.0,478.0
12351.0,0.0,3.0,8.0,87162.0,478.0
12351.0,0.0,3.0,7.0,87163.0,478.0
12351.0,1.0,2.0,6.0,87164.0,478.0
12351.0,1.0,1.0,6.0,87165.0,478.0
12351.0,0.0,2.0,5.0,87166.0,478.0
12350.0,0.0,1.0,5.0,87167.0,478.0
12350.0,0.0,1.0,4.0,87168.0,478.0
12350.0,0.0,2.0,3.0,87168.0,479.0
12350.0,0.0,1.0,3.0,87169.0,479.0
12350.0,1.0,0.0,3.0,87169.0,479.0
12350.0,0.0,1.0,2.0,87170.0,479.0
12350.0,0.0,1.0,2.0,87170.0,479.0
12350.0,0.0,1.0,2.0,87170.0,479.0
12350.0,0.0,1.0,2.0,87170.0,479.0
12350.0,0.0,0.0,2.0,87171.0,479.0
12350.0,0.0,0.0,2.0,87171.0,479.0
12350.0,0.0,0.0,2.0,87171.0,479.0
12350.0,0.0,0.0,2.0,87171.0,479.0
