n_susceptible,n_exposed,n_infectious,n_diagnosed,n_recovered,n_dead
80535.0,3179.0,2178.0,11615.0,16209.0,79.0
80320.0,3174.0,2180.0,11748.0,16428.0,81.0
80091.0,3179.0,2177.0,11877.0,16650.0,81.0
79873.0,3169.0,2172.0,12010.0,16878.0,82.0
79644.0,3172.0,2168.0,12135.0,17103.0,83.0
79422.0,3170.0,2168.0,12268.0,17325.0,84.0
79206.0,3156.0,2157.0,12398.0,17555.0,85.0
78985.0,3150.0,2155.0,12527.0,17780.0,87.0
78766.0,3141.0,2150.0,12651.0,18008.0,88.0
78548.0,3127.0,2138.0,12785.0,18237.0,90.0
78334.0,3122.0,2142.0,12914.0,18454.0,91.0
78120.0,3115.0,2145.0,13040.0,18675.0,92.0
77911.0,3103.0,2139.0,13171.0,18895.0,93.0
77703.0,3087.0,2137.0,13300.0,19117.0,94.0
77491.0,3076.0,2133.0,13429.0,19339.0,95.0
77287.0,3053.0,2106.0,13558.0,19565.0,97.0
77083.0,3032.0,2095.0,13688.0,19788.0,98.0
76879.0,3020.0,2091.0,13813.0,20004.0,99.0
76663.0,3011.0,2080.0,13941.0,20227.0,100.0
76461.0,2994.0,2070.0,14067.0,20446.0,101.0
76271.0,2971.0,2063.0,14194.0,20658.0,102.0
76084.0,2944.0,2056.0,14320.0,20869.0,105.0
75890.0,2935.0,2058.0,14442.0,21072.0,105.0
75693.0,2916.0,2047.0,14567.0,21287.0,106.0
75507.0,2883.0,2020.0,14686.0,21503.0,108.0
75325.0,2855.0,1999.0,14801.0,21712.0,110.0
75140.0,2821.0,1977.0,14916.0,21930.0,111.0
74944.0,2815.0,1970.0,15024.0,22129.0,113.0
74756.0,2793.0,1947.0,15140.0,22339.0,114.0
74577.0,2758.0,1922.0,15253.0,22551.0,116.0
74395.0,2733.0,1900.0,15367.0,22756.0,117.0
74217.0,2711.0,1886.0,15476.0,22955.0,118.0
74040.0,2689.0,1877.0,15583.0,23153.0,120.0
73850.0,2679.0,1862.0,15693.0,23353.0,121.0
73663.0,2668.0,1849.0,15801.0,23548.0,123.0
73476.0,2656.0,1830.0,15900.0,23747.0,123.0
73298.0,2637.0,1812.0,16008.0,23942.0,124.0
73115.0,2627.0,1802.0,16110.0,24134.0,125.0
72935.0,2615.0,1798.0,16214.0,24325.0,126.0
72763.0,2602.0,1793.0,16319.0,24509.0,127.0
