n_susceptible,n_exposed,n_infectious,n_diagnosed,n_recovered,n_dead
999980.0,20.0,0.0,0.0,0.0,0.0
999980.0,20.0,0.0,0.0,0.0,0.0
999980.0,20.0,0.0,0.0,0.0,0.0
999977.0,17.0,6.0,1.0,0.0,0.0
999970.0,17.0,13.0,1.0,0.0,0.0
999966.0,17.0,15.0,3.0,0.0,0.0
999960.0,18.0,16.0,6.0,0.0,0.0
999956.0,20.0,17.0,7.0,0.0,0.0
999950.0,23.0,20.0,8.0,0.0,0.0
999941.0,26.0,23.0,10.0,1.0,0.0
999933.0,30.0,24.0,11.0,3.0,0.0
999924.0,34.0,25.0,11.0,7.0,0.0
999914.0,38.0,26.0,11.0,12.0,0.0
999902.0,43.0,29.0,13.0,14.0,0.0
999888.0,48.0,33.0,14.0,18.0,0.0
999876.0,51.0,34.0,16.0,24.0,0.0
999858.0,59.0,39.0,19.0,27.0,0.0
999841.0,65.0,44.0,20.0,31.0,0.0
999822.0,73.0,48.0,22.0,36.0,0.0
999800.0,82.0,54.0,24.0,41.0,0.0
999774.0,92.0,61.0,27.0,47.0,0.0
999743.0,107.0,68.0,31.0,52.0,0.0
999711.0,119.0,78.0,33.0,60.0,0.0
999673.0,136.0,87.0,39.0,67.0,0.0
999634.0,150.0,96.0,46.0,75.0,0.0
999591.0,166.0,107.0,51.0,87.0,0.0
999538.0,186.0,125.0,57.0,95.0,1.0
999480.0,206.0,143.0,63.0,109.0,1.0
999414.0,235.0,157.0,74.0,122.0,1.0
999343.0,262.0,176.0,83.0,137.0,1.0
999260.0,297.0,193.0,98.0,153.0,1.0
999166.0,335.0,219.0,108.0,173.0,1.0
999070.0,371.0,243.0,123.0,194.0,1.0
998960.0,412.0,268.0,141.0,220.0,1.0
998834.0,461.0,292.0,166.0,248.0,1.0
998699.0,512.0,314.0,196.0,280.0,1.0
998557.0,552.0,350.0,225.0,317.0,1.0
998404.0,597.0,383.0,260.0,357.0,1.0
998253.0,636.0,408.0,300.0,405.0,1.0
998091.0,665.0,449.0,343.0,453.0,1.0
997924.0,694.0,485.0,391.0,507.0,1.0
997743.0,725.0,527.0,436.0,569.0,1.0
997553.0,770.0,545.0,494.0,638.0,2.0
997351.0,816.0,576.0,537.0,719.0,2.0
997143.0,852.0,616.0,581.0,808.0,2.0
996934.0,887.0,656.0,622.0,900.0,2.0
996707.0,931.0,691.0,664.0,1006.0,2.0
996482.0,962.0,725.0,711.0,1120.0,2.0
996248.0,990.0,755.0,764.0,1242.0,2.0
996009.0,1012.0,794.0,808.0,1376.0,3.0
995762.0,1050.0,823.0,852.0,1512.0,3.0
995502.0,1082.0,865.0,887.0,1663.0,3.0
995231.0,1129.0,897.0,925.0,1815.0,3.0
994970.0,1151.0,935.0,965.0,1976.0,4.0
994694.0,1174.0,978.0,999.0,2150.0,5.0
994417.0,1203.0,1002.0,1037.0,2335.0,6.0
994136.0,1215.0,1044.0,1074.0,2525.0,6.0
993831.0,1259.0,1073.0,1106.0,2720.0,7.0
993524.0,1305.0,1108.0,1139.0,2916.0,8.0
993207.0,1352.0,1141.0,1170.0,3124.0,9.0
992881.0,1402.0,1172.0,1194.0,3344.0,10.0
992549.0,1431.0,1218.0,1223.0,3569.0,11.0
992215.0,1446.0,1274.0,1260.0,3793.0,12.0
991873.0,1481.0,1316.0,1284.0,4033.0,13.0
991506.0,1511.0,1373.0,1319.0,4276.0,14.0
991103.0,1571.0,1424.0,1354.0,4510.0,15.0
990736.0,1622.0,1444.0,1380.0,4781.0,16.0
990359.0,1653.0,1480.0,1421.0,5048.0,17.0
989939.0,1716.0,1527.0,1471.0,5306.0,19.0
989508.0,1778.0,1584.0,1503.0,5584.0,21.0
989022.0,1875.0,1643.0,1531.0,5874.0,23.0
988551.0,1963.0,1673.0,1574.0,6183.0,25.0
988058.0,2058.0,1730.0,1600.0,6493.0,27.0
987588.0,2105.0,1809.0,1625.0,6817.0,28.0
987081.0,2159.0,1917.0,1655.0,7136.0,30.0
986519.0,2253.0,2000.0,1722.0,7451.0,28.0
985947.0,2353.0,2083.0,1780.0,7780.0,30.0
985339.0,2467.0,2160.0,1837.0,8135.0,32.0
984750.0,2548.0,2227.0,1913.0,8508.0,34.0
984113.0,2650.0,2332.0,1965.0,8871.0,36.0
983455.0,2773.0,2415.0,2028.0,9258.0,38.0
982762.0,2888.0,2528.0,2073.0,9673.0,41.0
982048.0,3003.0,2640.0,2136.0,10103.0,43.0
981320.0,3091.0,2787.0,2199.0,10522.0,44.0
980542.0,3249.0,2864.0,2280.0,10987.0,45.0
979730.0,3380.0,2999.0,2352.0,11468.0,48.0
978862.0,3527.0,3141.0,2450.0,11947.0,49.0
977981.0,3684.0,3236.0,2565.0,12454.0,50.0
977011.0,3871.0,3397.0,2658.0,12981.0,50.0
975951.0,4133.0,3550.0,2768.0,13506.0,54.0
974907.0,4346.0,3699.0,2892.0,14062.0,56.0
973790.0,4560.0,3867.0,3035.0,14648.0,56.0
972630.0,4765.0,4087.0,3160.0,15249.0,57.0
971412.0,4993.0,4305.0,3283.0,15892.0,59.0
970116.0,5230.0,4569.0,3410.0,16555.0,61.0
968803.0,5486.0,4765.0,3550.0,17275.0,62.0
967359.0,5789.0,5003.0,3719.0,17983.0,66.0
965824.0,6079.0,5294.0,3930.0,18701.0,66.0
964270.0,6430.0,5524.0,4068.0,19546.0,65.0
962690.0,6721.0,5788.0,4277.0,20375.0,64.0
960953.0,7029.0,6140.0,4468.0,21256.0,73.0
959094.0,7435.0,6516.0,4664.0,22134.0,75.0
957148.0,7844.0,6821.0,4923.0,23095.0,77.0
955209.0,8219.0,7098.0,5177.0,24118.0,83.0
953185.0,8531.0,7474.0,5461.0,25143.0,92.0
951035.0,8947.0,7851.0,5748.0,26218.0,92.0
948905.0,9133.0,8308.0,6042.0,27406.0,96.0
946592.0,9474.0,8710.0,6331.0,28686.0,97.0
944225.0,9819.0,9100.0,6647.0,29995.0,100.0
941835.0,10204.0,9473.0,6952.0,31315.0,106.0
939324.0,10576.0,9795.0,7277.0,32801.0,112.0
936738.0,10962.0,10195.0,7565.0,34317.0,115.0
934008.0,11317.0,10719.0,7853.0,35863.0,119.0
931261.0,11673.0,11069.0,8147.0,37601.0,128.0
928458.0,11981.0,11454.0,8524.0,39323.0,139.0
925651.0,12185.0,11850.0,8865.0,41186.0,142.0
922743.0,12521.0,12293.0,9205.0,42966.0,151.0
919814.0,12747.0,12734.0,9433.0,44991.0,160.0
916843.0,13016.0,13087.0,9837.0,46928.0,168.0
913817.0,13181.0,13554.0,10116.0,49035.0,176.0
910647.0,13410.0,13919.0,10449.0,51271.0,183.0
907607.0,13639.0,14120.0,10730.0,53592.0,191.0
904515.0,13784.0,14492.0,10975.0,55909.0,204.0
901476.0,13819.0,14819.0,11237.0,58313.0,215.0
898424.0,13806.0,15116.0,11488.0,60825.0,220.0
895381.0,13747.0,15370.0,11759.0,63384.0,238.0
892228.0,13787.0,15575.0,11974.0,66066.0,249.0
889142.0,13843.0,15671.0,12156.0,68808.0,259.0
886185.0,13683.0,15781.0,12450.0,71506.0,274.0
883281.0,13557.0,15858.0,12585.0,74303.0,295.0
880352.0,13390.0,15987.0,12643.0,77204.0,303.0
877384.0,13388.0,15892.0,12718.0,80185.0,312.0
874494.0,13281.0,15895.0,12809.0,83080.0,320.0
871514.0,13200.0,15997.0,12812.0,86025.0,331.0
868688.0,13127.0,15889.0,12850.0,88974.0,351.0
865754.0,13098.0,15841.0,12891.0,91930.0,365.0
