Start,End,beta_1,beta_2,alpha,gamma,lamda,Date
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-01
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-02
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-03
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-04
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-05
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-06
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-07
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-08
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-09
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-10
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-11
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-12
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-13
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-14
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-15
2020-03-01,2020-03-16,0.8110046658741292,0.12389441980356239,0.0,2.9497414741580345e-06,0.07591029826526753,2020-03-16
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-17
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-18
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-19
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-20
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-21
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-22
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-23
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-24
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-25
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-26
2020-03-17,2020-03-27,0.8340702953392444,0.13386604848553424,0.0,0.030668817494007444,0.08187130099100204,2020-03-27
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-03-28
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-03-29
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-03-30
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-03-31
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-01
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-02
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-03
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-04
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-05
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-06
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-07
2020-03-28,2020-04-08,0.776788068527876,0.16288407680751096,7.427181626398183e-05,0.03740152377329732,0.10196286512298304,2020-04-08
2020-04-09,2020-04-22,0.5377651461050192,0.2928700848906745,0.00018061717379547998,0.09583469483723675,0.14255973421693352,2020-04-09
2020-04-09,2020-04-22,0.5377651461050192,0.2928700848906745,0.00018061717379547998,0.09583469483723675,0.14255973421693352,2020-04-10
2020-04-09,2020-04-22,0.5377651461050192,0.2928700848906745,0.00018061717379547998,0.09583469483723675,0.14255973421693352,2020-04-11
2020-04-09,2020-04-22,0.5377651461050192,0.2928700848906745,0.00018061717379547998,0.09583469483723675,0.14255973421693352,2020-04-12
