Start,End,beta_1,beta_2,alpha,gamma,lamda,Date
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-01
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-02
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-03
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-04
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-05
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-06
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-07
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-08
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-09
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-10
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-11
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-12
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-13
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-14
2020-03-01,2020-03-15,0.8145120087244416,0.12586106009438486,0.0,0.000984290108022472,0.08133685437721201,2020-03-15
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-16
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-17
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-18
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-19
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-20
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-21
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-22
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-23
2020-03-16,2020-03-24,0.8383423906484974,0.13064843466243628,0.0,0.02962083768558643,0.081844298274654,2020-03-24
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-03-25
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-03-26
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-03-27
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-03-28
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-03-29
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-03-30
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-03-31
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-04-01
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-04-02
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-04-03
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-04-04
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-04-05
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-04-06
2020-03-25,2020-04-07,0.7427863599200881,0.1932220923165766,2.6938568446558363e-06,0.04465162590879035,0.1638991050044015,2020-04-07
2020-04-08,2020-04-21,0.4033830319325897,0.23661234513646098,0.0001966271446183467,0.08847981850451357,0.08384470033825893,2020-04-08
2020-04-08,2020-04-21,0.4033830319325897,0.23661234513646098,0.0001966271446183467,0.08847981850451357,0.08384470033825893,2020-04-09
2020-04-08,2020-04-21,0.4033830319325897,0.23661234513646098,0.0001966271446183467,0.08847981850451357,0.08384470033825893,2020-04-10
2020-04-08,2020-04-21,0.4033830319325897,0.23661234513646098,0.0001966271446183467,0.08847981850451357,0.08384470033825893,2020-04-11
2020-04-08,2020-04-21,0.4033830319325897,0.23661234513646098,0.0001966271446183467,0.08847981850451357,0.08384470033825893,2020-04-12
