n_susceptible,n_exposed,n_infectious,n_diagnosed,n_recovered,n_dead
47266.0,888.0,1262.0,1061.0,49273.0,252.0
47072.0,882.0,1222.0,1038.0,49534.0,254.0
46881.0,876.0,1184.0,1019.0,49785.0,256.0
46693.0,867.0,1159.0,995.0,50029.0,258.0
46512.0,850.0,1135.0,977.0,50268.0,260.0
46319.0,852.0,1113.0,949.0,50507.0,262.0
46148.0,831.0,1102.0,925.0,50732.0,263.0
45972.0,815.0,1084.0,912.0,50954.0,265.0
45782.0,820.0,1068.0,893.0,51172.0,267.0
45609.0,809.0,1047.0,879.0,51388.0,269.0
45425.0,811.0,1034.0,866.0,51596.0,271.0
45249.0,806.0,1023.0,856.0,51795.0,273.0
45077.0,796.0,1017.0,851.0,51987.0,274.0
44907.0,789.0,1010.0,837.0,52183.0,276.0
44745.0,769.0,1006.0,828.0,52376.0,277.0
44574.0,766.0,999.0,812.0,52574.0,277.0
44400.0,763.0,993.0,799.0,52767.0,279.0
44241.0,751.0,980.0,793.0,52955.0,281.0
44073.0,752.0,964.0,784.0,53147.0,283.0
43908.0,746.0,958.0,776.0,53330.0,284.0
43748.0,738.0,949.0,767.0,53514.0,286.0
43589.0,733.0,940.0,761.0,53692.0,287.0
43432.0,727.0,922.0,750.0,53882.0,288.0
43279.0,711.0,921.0,740.0,54061.0,289.0
43132.0,701.0,912.0,731.0,54236.0,290.0
42968.0,700.0,908.0,725.0,54408.0,292.0
42829.0,683.0,903.0,714.0,54580.0,293.0
42680.0,673.0,894.0,708.0,54752.0,295.0
42529.0,678.0,880.0,697.0,54923.0,296.0
42381.0,682.0,869.0,684.0,55089.0,297.0
42241.0,670.0,857.0,680.0,55255.0,299.0
42102.0,661.0,849.0,670.0,55420.0,299.0
41955.0,659.0,841.0,656.0,55590.0,301.0
41819.0,645.0,844.0,644.0,55748.0,302.0
41682.0,638.0,829.0,640.0,55911.0,303.0
41542.0,629.0,828.0,634.0,56065.0,304.0
41399.0,633.0,814.0,629.0,56223.0,304.0
